Price,Close,High,Low,Open,Volume
Ticker,USDC-USD,USDC-USD,USDC-USD,USDC-USD,USDC-USD
Datetime,,,,,
2024-03-06 00:00:00+00:00,1.0000771284103394,1.0001370906829834,0.9996204376220703,1.0000327825546265,0
2024-03-06 01:00:00+00:00,0.9998275637626648,1.0002766847610474,0.9993853569030762,1.0000413656234741,0
2024-03-06 02:00:00+00:00,1.0001524686813354,1.0001524686813354,0.9993745684623718,0.9997729063034058,0
2024-03-06 03:00:00+00:00,0.9999047517776489,1.000105381011963,0.9993594288825989,1.0000075101852417,6518784
2024-03-06 04:00:00+00:00,0.9998643398284912,1.0001262426376343,0.9995005130767822,0.9999169707298279,0
2024-03-06 05:00:00+00:00,0.999843180179596,1.0002007484436035,0.9997179508209229,0.9997961521148682,0
2024-03-06 06:00:00+00:00,0.9999894499778748,1.000340223312378,0.9996870160102844,0.999805748462677,113539072
2024-03-06 07:00:00+00:00,0.9997534155845642,1.0002528429031372,0.9995992183685303,0.9999431371688843,0
2024-03-06 08:00:00+00:00,1.0000890493392944,1.0004373788833618,0.9996351003646851,0.9999511241912842,249280512
2024-03-06 09:00:00+00:00,0.9999008178710938,1.0003665685653687,0.9998592734336853,0.9999954700469971,136777728
2024-03-06 10:00:00+00:00,0.9999234080314636,1.0002344846725464,0.9993627071380615,0.9999464154243469,163319808
2024-03-06 11:00:00+00:00,1.0000585317611694,1.0001418590545654,0.9995986819267273,0.9998515248298645,256423936
2024-03-06 12:00:00+00:00,1.0011147260665894,1.0011147260665894,0.9997393488883972,1.0000231266021729,365985792
2024-03-06 13:00:00+00:00,0.9998668432235718,1.0005840063095093,0.9995456337928772,0.9996871948242188,156829696
2024-03-06 14:00:00+00:00,1.0000100135803223,1.000328779220581,0.9998701810836792,0.9999851584434509,0
2024-03-06 15:00:00+00:00,1.0000139474868774,1.0002459287643433,0.9997772574424744,1.000030755996704,0
2024-03-06 16:00:00+00:00,0.9999774694442749,1.0003101825714111,0.9998118877410889,1.0000942945480347,0
2024-03-06 17:00:00+00:00,1.00001859664917,1.0002050399780273,0.9994248747825623,1.0001698732376099,0
2024-03-06 18:00:00+00:00,0.9999868273735046,1.0002816915512085,0.9994660019874573,1.0000118017196655,0
2024-03-06 19:00:00+00:00,0.9996726512908936,1.0001901388168335,0.999672532081604,1.0000519752502441,0
2024-03-06 20:00:00+00:00,0.9999732375144958,1.0002492666244507,0.9997518658638,0.9999867677688599,0
